instruction,input,output
"The ACSC ISM Guideline for ""Guidelines for Gateways"" includes which sections?",,"Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Gateways, Firewalls, Firewalls, Diodes, Diodes, Web proxies, Web proxies, Web proxies, Web proxies, Web content filters, Web content filters, Web content filters, Web content filters, Web content filters, Web content filters, Web content filters, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Content filtering, Peripheral switches"
"The ACSC ISM Guideline for ""Guidelines for ICT Equipment"" includes which sections?",,"ICT equipment usage, ICT equipment usage, ICT equipment usage, ICT equipment usage, ICT equipment usage, ICT equipment maintenance and repairs, ICT equipment maintenance and repairs, ICT equipment maintenance and repairs, ICT equipment maintenance and repairs, ICT equipment maintenance and repairs, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment sanitisation and destruction, ICT equipment disposal, ICT equipment disposal, ICT equipment disposal"
"The ACSC ISM Guideline for ""Guidelines for Media"" includes which sections?",,"Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media usage, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media sanitisation, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media destruction, Media disposal, Media disposal, Media disposal"
"The ACSC ISM Guideline for ""Guidelines for Networking"" includes which sections?",,"Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Network design and configuration, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Wireless networks, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services, Service continuity for online services"
"The ACSC ISM Guideline for ""Guidelines for Personnel Security"" includes which sections?",,"Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Cyber security awareness training, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources, Access to systems and their resources"
"The ACSC ISM Guideline for ""Guidelines for Physical Security"" includes which sections?",,"Facilities and systems, Facilities and systems, Facilities and systems, Facilities and systems, Facilities and systems, Facilities and systems, Facilities and systems, ICT equipment and media"
"The ACSC ISM Guideline for ""Guidelines for Procurement and Outsourcing"" includes which sections?",,"Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Cyber supply chain risk management, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services, Managed services and cloud services"
"The ACSC ISM Guideline for ""Guidelines for Security Documentation"" includes which sections?",,"Development and maintenance of security documentation, Development and maintenance of security documentation, Development and maintenance of security documentation, Development and maintenance of security documentation, Development and maintenance of security documentation, System-specific security documentation, System-specific security documentation, System-specific security documentation, System-specific security documentation, System-specific security documentation"
"The ACSC ISM Guideline for ""Guidelines for Software Development"" includes which sections?",,"Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development, Web application development"
"The ACSC ISM Guideline for ""Guidelines for System Hardening"" includes which sections?",,"Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, Operating system hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, User application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Server application hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Authentication hardening, Virtualisation hardening, Virtualisation hardening, Virtualisation hardening, Virtualisation hardening, Virtualisation hardening, Virtualisation hardening"
"The ACSC ISM Guideline for ""Guidelines for System Management"" includes which sections?",,"System administration, System administration, System administration, System administration, System administration, System administration, System administration, System administration, System administration, System administration, System administration, System administration, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, System patching, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration, Data backup and restoration"
"The ACSC ISM Guideline for ""Guidelines for System Monitoring"" includes which sections?",,"Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring, Event logging and monitoring"
"The ACSC ISM Section ""ASD-Approved Cryptographic Algorithms"" includes which topics?",,"Using ASD-Approved Cryptographic Algorithms, Asymmetric/public key algorithms, Using Diffie-Hellman, Using Diffie-Hellman, Using the Digital Signature Algorithm, Using the Digital Signature Algorithm, Using Elliptic Curve Cryptography, Using Elliptic Curve Diffie-Hellman, Using the Elliptic Curve Digital Signature Algorithm, Using Rivest-Shamir-Adleman, Using Rivest-Shamir-Adleman, Using hashing algorithms, Using symmetric encryption algorithms, Using symmetric encryption algorithms"
"The ACSC ISM Section ""ASD-Approved Cryptographic Protocols"" includes which topics?",,Using ASD-Approved Cryptographic Protocols
"The ACSC ISM Section ""Access to systems and their resources"" includes which topics?",,"System access requirements, System access requirements, System access requirements, User identification, User identification, User identification, Unprivileged access to systems, Unprivileged access to systems, Unprivileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Privileged access to systems, Suspension of access to systems, Suspension of access to systems, Suspension of access to systems, Suspension of access to systems, Suspension of access to systems, Suspension of access to systems, Suspension of access to systems, Recording authorisation for personnel to access systems, Temporary access to systems, Emergency access to systems, Emergency access to systems, Emergency access to systems, Emergency access to systems, Emergency access to systems, Emergency access to systems, Emergency access to systems"
"The ACSC ISM Section ""Application development"" includes which topics?",,"Development, testing and production environments, Development, testing and production environments, Development, testing and production environments, Development, testing and production environments, Development, testing and production environments, Secure software design and development, Secure software design and development, Secure software design and development, Secure software design and development, Secure software design and development, Secure software design and development, Software bill of materials, Application security testing, Application security testing, Vulnerability disclosure program, Vulnerability disclosure program, Vulnerability disclosure program, Vulnerability disclosure program"
"The ACSC ISM Section ""Authentication hardening"" includes which topics?",,"Authenticating to systems, Insecure authentication methods, Insecure authentication methods, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Multi-factor authentication, Single-factor authentication, Single-factor authentication, Single-factor authentication, Setting credentials for user accounts, Setting credentials for user accounts, Setting credentials for user accounts, Setting credentials for user accounts, Setting credentials for user accounts, Setting credentials for local administrator accounts and service accounts, Setting credentials for local administrator accounts and service accounts, Setting credentials for local administrator accounts and service accounts, Changing credentials, Changing credentials, Protecting credentials, Protecting credentials, Protecting credentials, Protecting credentials, Protecting credentials, Account lockouts, Session termination, Session and screen locking, Logon banner, Logon banner"
"The ACSC ISM Section ""Cabling infrastructure"" includes which topics?",,"Cabling infrastructure standards, Use of fibre-optic cables, Cable register, Cable register, Floor plan diagrams, Floor plan diagrams, Cable labelling processes and procedures, Labelling cables, Labelling building management cables, Labelling cables for foreign systems in Australian facilities, Cable colours, Cable colours, Cable inspectability, Cable inspectability, Common cable reticulation systems, Enclosed cable reticulation systems, Covers for enclosed cable reticulation systems, Cables in walls, Labelling wall outlet boxes, Wall outlet box colours, Wall outlet box colours, Wall outlet box covers, Connecting cable reticulation systems to cabinets, Connecting cable reticulation systems to cabinets, Connecting cable reticulation systems to cabinets"
"The ACSC ISM Section ""Chief Information Security Officer"" includes which topics?",,"Providing cyber security leadership and guidance, Overseeing the cyber security program, Overseeing the cyber security program, Overseeing the cyber security program, Coordinating cyber security, Coordinating cyber security, Reporting on cyber security, Overseeing incident response activities, Overseeing incident response activities, Contributing to business continuity and disaster recovery planning, Developing a cyber security communications strategy, Working with suppliers, Receiving and managing a dedicated cyber security budget, Overseeing cyber security personnel, Overseeing cyber security awareness raising"
"The ACSC ISM Section ""Content filtering"" includes which topics?",,"Performing content filtering, Performing content filtering, Performing content filtering, Encrypted files, Archive files, Archive files, Antivirus scanning, Automated dynamic analysis, Allowing specific content types, Content validation, Content conversion, Content sanitisation, Validating file integrity"
"The ACSC ISM Section ""Cryptographic fundamentals"" includes which topics?",,"Cryptographic key management processes and procedures, Encrypting data at rest, Encrypting data at rest, Encrypting data at rest, Encrypting data in transit, Encrypting data in transit, Data recovery, Handling encrypted ICT equipment and media, Transporting cryptographic equipment, Reporting cryptographic-related cyber security incidents, Reporting cryptographic-related cyber security incidents"
"The ACSC ISM Section ""Cyber security awareness training"" includes which topics?",,"Providing cyber security awareness training, Providing cyber security awareness training, Managing and reporting suspicious changes to banking details or payment requests, Reporting suspicious contact via online services, Posting work information to online services, Posting work information to online services, Posting personal information to online services, Sending and receiving files via online services"
"The ACSC ISM Section ""Cyber supply chain risk management"" includes which topics?",,"Cyber supply chain risk management activities, Cyber supply chain risk management activities, Cyber supply chain risk management activities, Cyber supply chain risk management activities, Cyber supply chain risk management activities, Cyber supply chain risk management activities, Supplier relationship management, Supplier relationship management, Sourcing applications, ICT equipment and services, Sourcing applications, ICT equipment and services, Sourcing applications, ICT equipment and services, Delivery of applications, ICT equipment and services, Delivery of applications, ICT equipment and services, Delivery of applications, ICT equipment and services"
"The ACSC ISM Section ""Data backup and restoration"" includes which topics?",,"Digital preservation policy, Data backup and restoration processes and procedures, Data backup and restoration processes and procedures, Performing and retaining backups, Performing and retaining backups, Performing and retaining backups, Backup access, Backup access, Backup access, Backup access, Backup modification and deletion, Backup modification and deletion, Backup modification and deletion, Testing restoration of backups"
"The ACSC ISM Section ""Data transfers"" includes which topics?",,"Data transfer processes and procedures, User responsibilities, Manual import of data, Manual import of data, Manual export of data, Manual export of data, Monitoring data import and export, Monitoring data import and export"
"The ACSC ISM Section ""Database servers"" includes which topics?",,"Functional separation between database servers and web servers, Communications between database servers and web servers, Network environment, Network environment, Network environment, Separation of development, testing and production database servers"
"The ACSC ISM Section ""Databases"" includes which topics?",,"Database register, Protecting databases, Protecting database contents, Protecting database contents, Protecting database contents, Separation of development, testing and production databases, Web application interaction with databases, Web application interaction with databases, Web application interaction with databases, Database event logging, Database event logging"
"The ACSC ISM Section ""Development and maintenance of security documentation"" includes which topics?",,"Cyber security strategy, Approval of security documentation, Approval of security documentation, Maintenance of security documentation, Communication of security documentation"
"The ACSC ISM Section ""Diodes"" includes which topics?",,"Using diodes, Using diodes"
"The ACSC ISM Section ""Email gateways and servers"" includes which topics?",,"Centralised email gateways, Centralised email gateways, Email gateway maintenance activities, Open relay email servers, Email server transport encryption, Email server transport encryption, Sender Policy Framework, Sender Policy Framework, Sender Policy Framework, DomainKeys Identified Mail, DomainKeys Identified Mail, DomainKeys Identified Mail, Domain-based Message Authentication, Reporting and Conformance, Domain-based Message Authentication, Reporting and Conformance, Email content filtering, Blocking suspicious emails, Notifications of undeliverable emails"
"The ACSC ISM Section ""Email usage"" includes which topics?",,"Email usage policy, Webmail services, Protective markings for emails, Protective marking tools, Protective marking tools, Protective marking tools, Handling emails with inappropriate, invalid or missing protective markings, Handling emails with inappropriate, invalid or missing protective markings"
"The ACSC ISM Section ""Emanation security"" includes which topics?",,"Emanation security threat assessments in Australia, Emanation security threat assessments outside Australia, Early consideration of emanation security threats, Electromagnetic interference/electromagnetic compatibility standards"
"The ACSC ISM Section ""Evaluated product procurement"" includes which topics?",,"Evaluated product selection, Delivery of evaluated products"
"The ACSC ISM Section ""Evaluated product usage"" includes which topics?",,Installation and configuration of evaluated products
"The ACSC ISM Section ""Event logging and monitoring"" includes which topics?",,"Event logging policy, Event log details, Centralised event logging facility, Centralised event logging facility, Centralised event logging facility, Event log monitoring, Event log monitoring, Event log retention, Event log retention"
"The ACSC ISM Section ""Facilities and systems"" includes which topics?",,"Physical access to systems, Physical access to servers, network devices and cryptographic equipment, Physical access to servers, network devices and cryptographic equipment, Physical access to servers, network devices and cryptographic equipment, Physical access to servers, network devices and cryptographic equipment, Physical access to network devices in public areas, Preventing observation by unauthorised people"
"The ACSC ISM Section ""Fax machines and multifunction devices"" includes which topics?",,"Fax machine and multifunction device usage policy, Sending fax messages, Sending fax messages, Receiving fax messages, Connecting multifunction devices to networks, Connecting multifunction devices to both networks and digital telephone systems, Copying documents on multifunction devices, Observing fax machine and multifunction device use"
"The ACSC ISM Section ""Firewalls"" includes which topics?",,"Using firewalls, Using firewalls"
"The ACSC ISM Section ""Gateways"" includes which topics?",,"Implementing gateways, Implementing gateways, Implementing gateways, Implementing gateways, Implementing gateways, System administrators for gateways, System administrators for gateways, System administrators for gateways, System administrators for gateways, System administration of gateways, System administration of gateways, Authenticating to networks accessed via gateways, Authenticating to networks accessed via gateways, Border Gateway Protocol route security, Gateway event logging and alerting, Gateway event logging and alerting, Assessment of gateways, Assessment of gateways"
"The ACSC ISM Section ""ICT equipment and media"" includes which topics?",,Securing ICT equipment and media
"The ACSC ISM Section ""ICT equipment disposal"" includes which topics?",,"ICT equipment disposal processes and procedures, Disposal of ICT equipment, Disposal of ICT equipment"
"The ACSC ISM Section ""ICT equipment maintenance and repairs"" includes which topics?",,"On-site maintenance and repairs, On-site maintenance and repairs, On-site maintenance and repairs, Off-site maintenance and repairs, Inspection of ICT equipment following maintenance and repairs"
"The ACSC ISM Section ""ICT equipment sanitisation and destruction"" includes which topics?",,"ICT equipment sanitisation processes and procedures, ICT equipment destruction processes and procedures, Sanitising ICT equipment, Sanitising ICT equipment, Sanitising printers and multifunction devices, Sanitising printers and multifunction devices, Sanitising printers and multifunction devices, Sanitising printers and multifunction devices, Sanitising printers and multifunction devices, Sanitising printers and multifunction devices, Sanitising televisions and computer monitors, Sanitising televisions and computer monitors, Sanitising network devices, Sanitising fax machines, Sanitising fax machines"
"The ACSC ISM Section ""ICT equipment usage"" includes which topics?",,"ICT equipment management policy, ICT equipment register, Labelling ICT equipment, Classifying ICT equipment, Handling ICT equipment"
"The ACSC ISM Section ""Internet Protocol Security"" includes which topics?",,"Mode of operation, Protocol selection, Key exchange, Encryption algorithms, Pseudorandom function algorithms, Integrity algorithms, Diffie-Hellman groups, Security association lifetimes, Perfect Forward Secrecy"
"The ACSC ISM Section ""Managed services and cloud services"" includes which topics?",,"Managed services, Managed services, Assessment of managed service providers, Outsourced cloud services, Outsourced cloud services, Assessment of outsourced cloud service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Contractual security requirements with service providers, Access to systems and data by service providers, Access to systems and data by service providers"
"The ACSC ISM Section ""Managing cyber security incidents"" includes which topics?",,"Incident management policy, Incident management policy, Cyber security incident register, Cyber security incident register, Trusted insider program, Trusted insider program, Access to sufficient data sources and tools, Reporting cyber security incidents, Reporting cyber security incidents to the ACSC"
"The ACSC ISM Section ""Media destruction"" includes which topics?",,"Media destruction processes and procedures, Media that cannot be sanitised, Media destruction equipment, Media destruction equipment, Media destruction methods, Media destruction methods, Media destruction methods, Media destruction methods, Media destruction methods, Media destruction methods, Media destruction methods, Media destruction methods, Degaussing magnetic media, Degaussing magnetic media, Degaussing magnetic media, Supervision of destruction, Supervision of destruction, Supervision of accountable material destruction, Supervision of accountable material destruction, Outsourcing media destruction, Outsourcing media destruction"
"The ACSC ISM Section ""Media disposal"" includes which topics?",,"Media disposal processes and procedures, Disposal of media, Disposal of media"
"The ACSC ISM Section ""Media sanitisation"" includes which topics?",,"Media sanitisation processes and procedures, Volatile media sanitisation, Non-volatile magnetic media sanitisation, Non-volatile magnetic media sanitisation, Non-volatile magnetic media sanitisation, Non-volatile erasable programmable read-only memory media sanitisation, Non-volatile electrically erasable programmable read-only memory media sanitisation, Non-volatile flash memory media sanitisation, Media that cannot be successfully sanitised"
"The ACSC ISM Section ""Media usage"" includes which topics?",,"Media management policy, Removable media usage policy, Removable media register, Labelling media, Classifying media, Classifying media, Reclassifying media, Reclassifying media, Handling media, Handling media, Sanitising media before first use, Sanitising media before first use, Using media for data transfers, Using media for data transfers"
"The ACSC ISM Section ""Mobile device management"" includes which topics?",,"Mobile device management policy, Mobile device management policy, Privately-owned mobile devices, Privately-owned mobile devices, Organisation-owned mobile devices, Storage encryption, Communications encryption, Bluetooth functionality, Bluetooth functionality, Bluetooth functionality, Bluetooth functionality, Maintaining mobile device security, Maintaining mobile device security, Maintaining mobile device security, Connecting mobile devices to the internet, Connecting mobile devices to the internet"
"The ACSC ISM Section ""Mobile device usage"" includes which topics?",,"Mobile device usage policy, Personnel awareness, Paging, message services and messaging apps, Using mobile devices in public spaces, Using mobile devices in public spaces, Maintaining control of mobile devices, Maintaining control of mobile devices, Maintaining control of mobile devices, Mobile device emergency sanitisation processes and procedures, Before travelling overseas with mobile devices, Before travelling overseas with mobile devices, Before travelling overseas with mobile devices, While travelling overseas with mobile devices, While travelling overseas with mobile devices, After travelling overseas with mobile devices, After travelling overseas with mobile devices"
